Gene_ID,length,BA21_DS_F,BA22_WS_F,BA23_DS_M,BA24_WS_M,BA25_DS_F,BA26_WS_F,BA27_DS_M,BA28_WS_M,BA29_DS_F,BA30_WS_F,BA31_DS_M,BA32_WS_M
comp110743_c0,392,9,4,3,9,10,4,0,6,12,1,4,2
comp11077_c0,314,0,0,3,0,0,0,0,1,1,0,0,0
comp11084_c0,450,3,1,1,0,2,0,2,1,1,2,1,0
comp11085_c0,656,2,1,6,4,0,0,1,5,2,0,5,0
comp11086_c0,350,0,0,4,0,1,1,1,0,1,0,0,0
comp11087_c0,395,0,1,1,2,0,0,0,0,2,1,0,1
comp11088_c0,347,0,0,0,4,0,1,3,2,0,1,3,0
comp11096_c0,387,2,2,1,2,0,0,0,0,0,0,1,1
comp11098_c0,503,4,6,6,4,3,3,5,1,5,1,2,6
comp111_c0,570.37,9,5,5,9,10,4,5,1,8,2,6,4
comp1110_c0,999,2,0,0,34,5,0,0,2,0,0,2,1
comp11100_c0,686,8,10,6,3,6,2,3,4,3,3,3,4
comp11105_c0,316,0,0,2,1,2,0,1,0,0,0,0,0
comp11109_c0,528,6,2,3,4,0,1,0,1,1,1,0,0
comp111187_c0,312,5,6,7,8,4,5,2,5,5,5,8,5
comp11127_c0,450,0,3,0,8,0,0,0,1,0,0,0,0
comp1113_c0,419,6,1,3,1,1,2,0,0,3,2,3,1
comp11131_c0,304,1,2,1,1,0,0,0,0,0,0,0,0
comp111394_c0,696,45,28,10.99,7,1,1,15,24,1,1,1,2
comp11140_c0,1132,11,2,9,7,4,2,4.99,6,3.01,11,11,5
comp11141_c0,361,2,2,2,1,0,2,0,1,0,0,0,1
comp111422_c0,1036,9,17,24,19,9,16,20,8,27,12,16,15
comp111477_c0,324,13,5,5,3,11,0,2,7,13,6,5,7
comp11148_c0,374,3,3,4,1,2,1,1,4,0,0,2,2
comp11154_c0,361,0,3,1,0,0,1,1,0,0,0,0,4
comp11156_c0,426,1,1,2,2,0,1,0,0,0,0,4,3
comp11159_c0,367,1,1,1,0,1,0,1,1,0,0,1,0
comp111610_c0,556,26,9,20,13,15,13,5,19,4,9,14,6
comp11167_c0,317,1,0,2,1,4,0,2,0,2,4,0,0
comp11169_c0,610,4,4,5,4,8,2,1,5,4,5,4,5
comp11172_c0,374,1,4,4,0,2,2,0.96,2,5,1,4,2
comp111759_c0,684,21,14,12,10,12,12,7,13,18,26,6,12
comp11182_c0,362.22,3,0,3,0,1,0,0,2,1,1,0,2
comp1119_c0,348,2,1,0,2,0,1,0,2,1,2,3,1
comp11195_c0,601,13,1,3,1,4,3,2,0,2,0,1,2
comp111952_c0,380,7,9,9,7,4,4,9,10,9,6,4,7
comp112_c0,534.47,7,2,8,2,2,5,2,4,2,1,6,3
comp1120_c0,335,1,0,4,4,2,4,4,3,2,1,0,0
comp11204_c0,326,0,0,0,5,0,0,1,0,0,0,0,0
comp11205_c0,486,4,2,0,1,2,0,0,0,0,0,0,2
comp11210_c0,328,1,0,3,0,1,0,1,0,0,0,0,0
comp11213_c0,505,2,0,4,6,1,1,0,1,2,1,2,3
comp11214_c0,368,1,1,3,1,0,1,0,0,0,0,0,0
comp112165_c0,647,8,26,9,13,6,4,3,5,7,8,13,19
comp11217_c0,315,2,1,3,0,1,0,0,0,0,0,1,0
comp112211_c0,598,2,1,2,5,3,4,0,0,0,1,1,0
comp112234_c0,429,13,5,7,1,2,2,0,0,0,0,0,0
comp11227_c0,361,0,0,3,0,0,1,0,0,1,0,0,0
comp11234_c0,308,8,0,0,0,0,0,0,0,0,0,0,0
comp11236_c0,458,4,2,1,3,2,1,0,3,2,3,1,3
comp11237_c0,467,7,3,6,4,3,5,0,3,2,3,5,11
comp112370_c0,2379,93,79,61,69,56,61,31,54,32,36,89,64
comp11242_c0,343,0,1,0,1,0,0,0,0,1,0,0,0
comp11254_c0,375,0,2,4,1,0,1,0,3,0,0,1,1
comp11256_c0,311,1,1,0,0,2,0,2,1,1,0,0,1
comp11261_c0,488,3,0,3,2,0,0,0,0,0,0,0,1
comp11265_c0,304,1,0,1,2,1,1,0,2,2,0,0,0
comp11267_c0,351,1,1,5,0,2,0,0,1,0,0,0,1
comp1127_c0,417,6,0,2,2,1,0,0,1,4,0,0,0
comp11272_c0,689,14,8,6,0,17,8.66,3,18,13,4,13,1
comp112791_c0,1036,58,0,29,16,1,0,0,27,0,0,1,0
comp1128_c0,441,1,1,3,1,0,1,0,0,1,1,0,0
comp11281_c0,404,1,0,4,0,0,0,1,0,0,0,0,1
comp11287_c0,572,2,0,1,2,0,0,0,0,0,0,0,0
comp11288_c0,483,1,0,2,14,0,10,1,3,3,4,0,6
comp11289_c0,435,2,2,2,0,2,0,2,1,3,1,0,2
comp112904_c0,406,2,0,4,6,8,5,1,7,5,0,11,3
comp11296_c0,331,3,2,0,1,0,0,1,0,2,1,0,0
comp112960_c0,436,2,8,7,4,4,8,1,3,2,4,6,4
comp11297_c0,347,0,0,3,1,1,0,0,0,0,0,0,0
comp11302_c0,607,6,7,2,5,6,6,3,10,10,5,4,5
comp11304_c0,350,1,0,3,0,0,0,0,0,0,1,2,2
comp113056_c0,424,35,0,0,0,0,0,0,0,0,0,48,0
comp11312_c0,481,2,2,2,2,1,1,0,0,0,1,0,0
comp11313_c0,301,2,1,0,0,0,0,0,1,0,0,1,0
comp11319_c0,583,1,4,3,1,5,6,3,3,1,0,3,5
comp1132_c0,366,0,6,3,1,3,1,2,1,1,3,4,7
comp113233_c0,412,10,12,10,9,11,8,6,4,7,10,5,17
comp113234_c0,531,14,6,11,12,10,4,7,11,5,3,5,3
comp11326_c0,306,0,2,0,0,0,0,0,0,1,0,0,2
comp113285_c0,1638,42,47,35,65,45,32,29,20,16,30,53,38.87
comp11338_c0,400,3,0,2,2,0,1,0,0,0,2,2,0
comp1134_c0,464,1,4,4,3,1,0,0,1,2,1,1,4
comp11342_c0,352,2,1,3,0,0,0,0,0,1,0,0,0
comp113439_c0,335,1,4,2,3,5,6,0,3,2,0,3,5
comp11344_c0,612,0,0,1,8,9,0,0,0,1,0,3,2
comp113469_c0,483,3,7,29,1,27,2,9,5,3,6,12,6
comp113472_c0,328,0,4,6,7,0,9,9,12,0,23,13,10
comp11349_c0,545,5,1,2,0,1,0,2,0,1,0,1,0
comp11352_c0,329,4,4,5,5,4,0,0,2,2,0,5,0
comp113547_c0,347,1,7,13,6,6,0,11,0,2,6,8,16
comp113588_c0,622,16,2,14,21,12,10,7.09,22,2,16,9,15
comp1136_c0,344,1,0,4,0,0,0,0,0,0,2,0,0
comp11379_c0,344,2,4,2,0,8,11,0,4,0,7,0,1
comp1138_c0,336,3,1,3,1,0,0,0,1,2,0,0,0
comp113812_c0,317,0,1,3,0,2,2,2,0,0,1,2,3
comp113884_c0,333,8,6,3,7,8,7,4,1,4,5,9,9
comp11393_c0,567,2,4,4,7,5,0,1,2,1,3,9,0
comp113949_c0,1206,45,31,43,19,42,13,26,25,19,17,46,27.02
comp1140_c0,471,3,4,5,2,0,4,0,5,1,2,1,4
comp114002_c0,614,27,10,22,5,2,8,1,6,1,9,9,3
comp114031_c0,357,3,1,0,0,0,0,6,1.91,1,0,0,2
comp11405_c0,347,1,2,2,0,0,0,1,0,0,0,0,0
comp114115_c0,414,15,9,7,6,5,5,1,9,6,4,6,10
comp11412_c0,436,2,0,3,2,0,4,1,1,2,1,0,0
comp11414_c0,807,6,8,1,5,0,0,1,5,1,2,1,1
comp1142_c0,392,0,6,4,3,5,10,1,3,1,5,6,1
comp11423_c0,377,2,1,1,1,1,0,1,0,0,0,2,6
comp11425_c0,364,3,0,0,0,0,1,0,1,0,1,1,2
comp11426_c0,604,1,4,7,8,1,4,5,1,2,4,7,0
comp11431_c0,900,6,1,4,4,2,3,1,2,2,7,5,3
comp11433_c0,375,3,2,1,3,2,2,0,1,1,0,5,0
comp11434_c0,491,4,0,1,1,2,0,1,0,1,0,1,3
comp114397_c0,569,6,7,11,8,2,3,3,7.98,2,2,7,7
comp1144_c0,407,6,2,0,0,1,2,4,1,5,2.99,7,4
comp11446_c0,350,2,0,8,0,6,5,0,3,2,1,0,2
comp114472_c0,406,1,0,0,0,1,1,0,0,0,0,0,1
comp11448_c0,301,0,0,2,1,0,1,0,3,0,2,1,0
comp11454_c0,369,4,4,6,3,5,2,1,4,3,1,4,5
comp1146_c0,459,2,3,3,1,0,0,0,2,0,0,0,2
comp11461_c0,473,6,2,3,11,5,1,3,1,1,2,6,4
comp11464_c0,361,0,1,0,3,0,8,0,0,0,0,0,0
comp1147_c0,947,5,3,3,3,2,2,3,2,3,6,3,2
comp11476_c0,543,1,2,3,4,0,1,0,1,1,0,0,0
comp11478_c0,555,4,1,3,0,0,3,2,0,1,0,4,2
comp11479_c0,415,1,2,8,0,2,4,0,1,0,1,0,0
comp11481_c0,564,9,1,1,1,9,0,3,9,4,6,15,3
comp114813_c0,338,1,1,3,1,2,0,1,1,1,0,2,0
comp11483_c0,478,2,1,2,1,0,2,2,0,1,1,2,2
comp114834_c0,415,17.01,9,7,11,20,10,18,27,0,9,11,17
comp11486_c0,479,1,3,7,8,11,5,3.94,3.34,8,3,3,0
comp11490_c0,525,0,0,2,1,0,1,0,1,0,2,1,0
comp114904_c0,370,11,6,10,5,3.07,6.04,2,3,2,2,2,1
comp11491_c0,408,7,5,4,7,6,0,2,5,7,5,7,7
comp115_c0,399,3,0,3,0,2,0,0,1,0,1,1,1
comp11504_c0,485.03,7,1,7,1,6,3,7,0,0,2,6,0
comp115040_c0,1606,26,76,42,69,26,137,39,68,33,56,111,53
comp11508_c0,400,1,1,2,0,0,0,1,0,0,0,4,1
comp11509_c0,418,3,0,0,0,0,1,0,0,0,0,0,1
comp1151_c0,346,12,3,2,0,0,0,4,2,2,0,0,0
comp11513_c0,543,17,2,0,7,4,0,15,5,0,21,15.99,0
comp115135_c0,893,38,10,40,8,20,9,47,13,17,9,38,11
comp115157_c0,381,7,6,10,5,6,9,3,12,4,5,4,8
comp115173_c0,814,26,13,14,13,20,8,8,7,6,10,15,10
comp11521_c0,620,13,0,0,2,1,10,6,1,0,6,12,0
comp115217_c0,496,12,7,12,8,7,5,8,2,9,3,6,8
comp115220_c0,319,9,2,5,9,9,8,11.02,8,6,5,3.36,4
comp11528_c0,371,8,4,1,7,1,4,2,1,3,2,1,3
comp115285_c0,429,0,4,3,3,2,0,1,3,1,0,1,0
comp11529_c0,355,3,3,3,0,2,0,0,0,1,0,0,1
comp1153_c0,467,5,6,5,1,2,4,0,3,3,4,3,2
comp115389_c0,405,0,30,0,0,1,41,0,55,0,36,0,0
comp1155_c0,447,2,0,2,2,7,2,2,3,1,3,0,1
comp115518_c0,455,1,0,2,0,0,0,1,0,0,2,2,0
comp115522_c0,779,11,22,0,7,18,8,13,18,6,8,4,18
comp11554_c0,425,16,12,8,14,13,7,9,9,7,13,15,10
comp11560_c0,1366,3,67.98,17,156,23,42.04,103.99,13,12,188.99,18,18
comp11565_c0,401,18,30,0,2,9,16,11,3,8,6,5,18
comp115714_c0,473,8,15,13,15,15,15,7,3,10,15,8,8
comp1158_c0,449,1,0,3,6,5,1,5,4,0,6,6,12
comp11581_c0,448.47,15,25,13,8,7,12,11,15,13,4,10,12
comp115818_c0,554,10,12,24,15,8,15,11,11,13,20,7,22
comp11582_c0,2182,71,92,88.97,100,56,101,61,82,39,94,71.99,87
comp11588_c0,583,11.08,6.92,6,5,6,8,3,3,12,7,10.98,4
comp1159_c0,325,2,0,5,0,0,0,1,0,0,0,1,0
comp11599_c0,444,14,10,34,17,31,12,24.96,23,26,16,18.01,16
comp1160_c0,371,1,0,0,2,0,0,0,0,1,0,1,0
comp116088_c0,1475,38,122,0,1,3,2,0,1,33,65,9,17
comp116157_c0,308,0,10,14,0,12,13,15,20,12,0,11,0
comp11619_c0,401,14,12,14,12,10,8,3,16,5,9,19,15
comp1162_c0,456,4,0,0,7,2,6,1,2,1,1,2,0
comp116212_c0,449,0,0,0,32,1,0,0,96,50,66,0,41
comp11625_c0,360,10,7.08,8,9,3,17,4,9,4,10,13,10
comp116255_c0,319,2,0,3,4,0,0,0,2,1,5,2,0
comp1163_c0,579,6,1,2,7,1,2,0,2,2,0,2.03,0
comp11631_c0,338,14,6,3,14,10.01,16,3,10,11,3.93,2,14
comp116311_c0,437,10,4,1,7,7,5,0,8,2,2,3,3
comp116315_c0,427,4,2,2,0,0,0,2,0,3,1,0,1
comp11634_c0,613,0,7,11,6,4,0,11,3,1,1,1,1
comp11644_c0,330,8,7,0,2,4,1,0,2,9.01,2,1,5
comp11654_c0,381,12,23,9,16,14,26,7,16,11,17,12,5
comp11661_c0,353,23,0,0,2,0,0,0,0,14.34,0,0,0
comp116642_c0,796,11,11,5,11,5,0,3,6,11,11,23,9
comp116644_c0,780,30,10,17,12,19,26,17.01,33,25,15,13,27
comp116646_c0,519,19,8,4,12,2,3,2,6,5,8,7,0
comp11667_c0,321.74,14,0,21,5,11,10,12,8,6,5,13,1
comp11668_c0,367,14,10,9,25,17,30,4,8,11,17,11,14
comp1167_c0,815,5,11,12,3,3,5,6,1,3,7,2,2
comp116715_c0,356,2,2,6,3,3,8,5,5,3,9,5,6
comp116739_c0,758,5,7,7,4,2,2,1,3,2,9,11,9
comp11676_c0,614.83,43,67,1,1,101,65,2,2,37,43,1,1
comp116874_c0,2097,46,28,39,32,58,19,37,16,29,63,54,48
comp11699_c0,328,2,2,1,0,1,1,2,4,3,1,2,1
comp117_c0,787,9,2,9,4,4,3,1,5,6,5,6,2
comp117014_c0,757,19,21,16,11.97,11,20,11,10,17,8,28,9
comp117059_c0,661,12,21,15,12,18,21,34,17,26,14,21,13
comp117075_c0,415,12.59,2,5,1,6,0,0,7,3,0,7,6
comp117093_c0,667,50,0,7,3,20,2,5,1,18,0,5,1
comp1171_c0,354,0,3,6,1,0,0,0,0,0,0,1,0
comp11710_c0,588,26,61,9,1,17,3,42,42,7,93,31,9
comp11711_c0,352,13,15,11,16,13,14,22,21,12,13,25,17
comp11713_c0,632,0,1,7,1,4,0,13,20,2,17,0,0
comp11717_c0,375,1,12,1,2,2,1,0,0,6,1,4,0
comp11718_c0,2493,132,77,119,84,91,121,91,118,82,113,111,78
comp1172_c0,482,5,2,5,3,1,1,0,1,1,0,7,2
comp11722_c0,337,8,12,13,8,11,18,0,4,10,9,0,7
comp117272_c0,917,35,19,14,11,12,6,13,15,7,6,8,12
comp1173_c0,430,2,1,2,6,2,2,1,3,2,0,4,5
comp117317_c0,657,10,10,17,13,11,8,10,7,7,10,15,11
comp11738_c0,2894,127,114,150,126,77.99,140,97,77,69.89,105,143.99,117
comp117409_c0,442,5,0,0,23,7,0,12,14,10,8,9,21
comp11747_c0,444.39,11,10,11,11,9,9,8,7,22,10,26,4
comp117476_c0,609,11,6,13,11,8,16,6.02,16,9,15,10,11
comp117490_c0,450,15,5,16,6,6,4,14,31,0,4,6,12
comp117507_c0,513,12,12,8,5,24,9,4,9,9,6,18,6
comp11758_c0,392,4,2,2,0,1,1,4.77,0,1,0,4,1
comp117583_c0,654,9,21,18,17,16,6,16,12,3,16,14,6
comp117594_c0,725,29,11,10,3,18,0,9,10,13,7,4,2
comp1176_c0,393,1,0,6,0,3,0,0,5,3,0,8,0
comp11764_c0,706,40,25,45,41,40,31,14,35,17,25,63,45
comp117691_c0,449,11,5,0,4,4,4,1,1,4,10,0,3
comp1177_c0,320,4,0,2,2,0,0,1,0,1,0,0,3
comp117723_c0,441,0,0,8,4,9,0,0,2,7,0,0,1
comp1178_c0,410,1,1,2,2,1,1,0,2,0,0,2,0
comp11781_c0,311,10,14,13,6,8,22,3,12,7,10,15,13
comp117862_c0,372,11,5,11,4,8,4,3,2,13,5,10,5
comp11787_c0,373,9,11,9,9,11,6.11,3,7,12,8,7,11
comp117953_c0,428,7,1,3,1,4,0,2,2,7,2,2,2
comp11796_c0,328,0,0,3,3,1,0,0,4,1,0,0,1
comp117994_c0,711,14,10,9,17,11,13,17,15,5,7,13,12
comp118_c0,432,3,0,11,1,3,5,4,2,2,0,6,3
comp1180_c0,307,0,1,3,1,0,1,0,0,0,1,6,1
comp11803_c0,500,13,19,20,25,30,13,21,19,16,13,23,26
comp118060_c0,688,21,14,3,20,4,10,1.06,3,10,8,9,25
comp11814_c0,314,12,2,12,2.05,13,10,6,11,9,11,5,4
comp11818_c0,364,10,12,14,8,2,7,5,6,4,5,6,9
comp11822_c0,1625,104,96,43,29,72,45,9,15,59,67,53,42
comp118242_c0,457,35,16,5,1,1,0,8,5,1,0,0,0
comp118251_c0,625,27,13,8,9,8,14,15,15.03,17,12,3,15
comp11831_c0,333,5,5,3,3,6,5,0,4,2,8,0,3
comp11833_c0,361,0,0,0,10,0,4,0,0,0,0,0,5
comp11836_c0,1054,32,28,24,28,12,16,19,37,14,20,20,14
comp118481_c0,430,9,8,6,11,11,7,12,18,10,12,12,11
comp118512_c0,401,10,2,4,1,1,1,0,2,0,0,3,2
comp11857_c0,457,10,21,15,21,14,24,12,17,7,8,6,27
comp1186_c0,638,1,6,5,6,2,2,1,2,3.91,3,0,2
comp1187_c0,692,6,10.9,9,11,3,18,5,5,0,8,17,3
comp118759_c0,305,1,1,2,7,6,0,4,4,1,0,6,3
comp118780_c0,682,24,11,15,18,9,15,8,7,1,4,16,19.04
comp11880_c0,1575,97,40,60,46,72.94,7,66,49.56,42,81.83,8,35
comp118884_c0,553,28,30,10,10,27,25,14,21,14,12,34,15
comp1189_c0,365,1,0,5,0,2,1,0,0,0,0,0,0
comp118912_c0,540,17,0,23,0,0,0,4,0,11,8,8,0
comp11895_c0,2178,64,87,41,80,48,89,66,32,46,76,88,55
comp1190_c0,654,11,1,2,4,13,0,0,0,5,4.99,10,0
comp11902_c0,316,3,5,9,3,8,2,6,6,4,5,8,6
comp11907_c0,529,20,19,22,15,22,12,9,21,4,12,30,28
comp11911_c0,318,3,6,3,0,9,1,5,4,0,2,0,0
comp1192_c0,1585,13,13,26,10,9,17,11,8,8,6,29,29
comp11925_c0,518,33.86,6,19,15,20,11,24,33,16,12,21,18
comp11926_c0,1008,39,32,34,22,10,50,8,43,24,18,54,48
comp11928_c0,432,4,0,2,6,3,6,0,1,1,1,6,7
comp119285_c0,311,0,5,0,0,0,3,0,0,0,0,0,2
comp11935_c0,1969.72,97,69,75,64,90,68,69,70,62,79,70,72
comp119407_c0,787,10,9,12,12,12,11,9,18,12,4,8,8
comp119414_c0,515,8,12,6,15,12,21,15,9,4,19,10,7
comp11948_c0,4125,1,153,1,386,51,176,0,186,167.87,292,193,3
comp11951_c0,519,3,5,5,3,12,6,2,9,7,7,7,4
comp11958_c0,1103,81,19,18,4,7,1,28,23,11,0,0,1
comp119598_c0,476,14,4,17,10,13,8,7,8,3,6,0,19
comp1196_c0,438,0,11,0,1,1,1,6,8,1,0,1,4
comp119612_c0,815,9,5,13,0,20,5,9,10,13,0,18,6
comp119637_c0,592,21,5,15,6,21,11,9,12,19,6,11,5
comp119649_c0,497,33,0,12,0,0,1,11,3,11,0,10,0
comp11973_c0,361,0,5,1,3,1,0,6,1,5,5,1,2
comp119803_c0,382,14,15,9,6,6,12,3,13,8,9,5,4
comp11985_c0,486,14,11,27,12,9,18,19,16,30,16,18,17
comp1199_c0,370,1,2,2,3,1,2,4,5,1,4,2,2
comp119948_c0,357,1,0,14,0,0,0,9,7,5,0,8,9
comp11997_c0,349,19,1,14,4,0,4,2,3,11,2,14,9
comp120_c0,444,4,0,1,2,0,1,0,0,1,0,3,2
comp12001_c0,499,14,18,16,16,7,13,11.99,20,12,15,29,8
comp120016_c0,321,7,1,0,11,0,0,0,0,0,0,0,0
comp12007_c0,409,0,0,2,0,0,0,0,0,0,0,0,0
comp12010_c0,731,12,11,21,32,24,36,3,16,8,14,24,17
comp12015_c0,333,0,9,0,2,7,6,4,3,8,0,0,7
comp12017_c0,533,19,14,20,9,10,15,13,18,10,11,29,16
comp12020_c0,333,10,5,6,16,8,5,3,13,6,12,22,0
comp120205_c0,305,6,7,6,10,5,3,11,4,5,4,4,10
comp120222_c0,313,4,8,4,14,3,8,1,1,6,3,2,10
comp1203_c0,526,7,5,2,5,3,1,2,2,4,1,4,5
comp12030_c0,665,25,36,18,24,16,32,16,14,19,21,24,38
comp12044_c0,3431,83,177.15,62,101,79,122,28,54,64,170,80.1,100.35
comp120519_c0,1044,31,7,14,8,34,1,24,4,15,8,4,5
comp120577_c0,676,18,13,7,13,12,19,8,7,12,22,25,14
comp120618_c0,439,26,0,0,0,1,30,0,0,28,0,0,0
comp12064_c0,823,33,41,0,1,2,8,27,50,24,11,20,39
comp12067_c0,435,54,8,11,0,0,0,23,8,3,0,0,0
comp120723_c0,731,16,16,15,19,20,13,6,18,3,16,20,10
comp120756_c0,389,1,2,1,3,3,3,1,4,1,2,2,1
comp12076_c0,339,14,11,21,15,10,16,20,15,11,3,7,13
comp120879_c0,593,12,2,11,5,8,7,7,7,7,8,9,16
comp12088_c0,519,38.05,5,23.95,10,20.99,5,17,18,17.99,12,11,9
comp12091_c0,355,21,24,14,15,13,11,14,22,26,14,16,4
comp120968_c0,494,0,2,4,2.48,2,1,1,1,1.94,4.46,1,2
comp121_c0,341,2.05,2,0,1,2,2,8,6,1,1,1,1
comp12103_c0,408,10,3,10,11,14,12,9,12,9,7,10,14
comp12107_c0,471,28,18,15,28,37,24,15,25,17,11,11,25
comp121115_c0,399,14,3,1,1,4,0,0,5,2,1,0,2
comp12115_c0,394,8,0,14,6,12,0,0,7,6,6,9,12
comp12116_c0,836,28,51,38,54,30,60,27,39.01,35,54,49,39.48
comp121172_c0,379,4,0,10,2,0,0,9,9,0,7,3,0
comp1212_c0,399,1,2,1,2,3,0,6,0,3,1,2,2
comp12122_c0,317,0,4,3,1,0,0,1,1,1,0,2,0
comp121256_c0,443,30,0,0,0,0,0,0,0,0,0,8,9
comp121273_c0,858,28,66,1,5,46,56,2,4,28,28,2,4
comp121278_c0,339,6,0,0,0,0,0,0,1,0,0,0,0
comp121290_c0,317,0,29,0,0,0,0,0,0,0,0,33,1
comp121314_c0,319,9,4,6,9,8,5,8,2,5,5,9,2
comp12137_c0,329,1,2,0,1,1,0,2,1,0,1,3,0
comp12138_c0,586,22,39,9,17,8,19,13,16,10,13,17.01,24
comp121415_c0,303,3,5,2,7,3,1,5,0,3,0,0,6
comp12154_c0,827,31,29,22,32,22,24,33,21,26,22,33,26
comp121549_c0,394,7,15,4,7,3,1,5,4,2,3,6,4
comp121570_c0,380,14,3,3,7,6,6,4,7,7,4,10,17
comp121583_c0,371,28,0,0,5,0,2,10,2,0,1,0,2
comp121623_c0,3965,52,102,74,82,37,69.35,33,15,48,132,126,4
comp121670_c0,364,1,0,1,0,1.53,0,0,1,0,2,3,1
comp12168_c0,465,21,64,0,3,4,2,0,0,20,42,5,7
comp12176_c0,347,6,14,14,7,5,11,10,7,7,15,7,9
comp121912_c0,334,0,0,35,0,1,0,19,0,0,16,0,47
comp121951_c0,307,10,11,2,3,4,5,3,5,4,7,3,8
comp121953_c0,887,19,14,4,9,2,1,15,14,8,6,3,0
comp122_c0,933,1,21,2,16,0,1,0,0,1,9,9,0
comp12201_c0,378,6,0,8,1,4,0,8,8,1,7,10,0
comp12203_c0,494,14,12,19,13,20,8,7.05,6,16,17,16,10
comp12208_c0,1542,85.07,49,84,81,79,99,79,79,61,78,77,88
comp12209_c0,365,11,4,8,13,2,4,3,9,1,3,8,5
comp12214_c0,783,26,37,54,39,24.25,36,25,20,18,22,53,44
comp122155_c0,395,7,7,1,1,0,0,6,8,9,11,6,7
comp12217_c0,409,18,19,8.83,10,18,34,6,12,11,24,11,7
comp12221_c0,492,8,2.46,4,3,0,0,4,1,3,1,1,2
comp1223_c0,306,0,0,0,5,1,0,0,0,1,0,1,1
comp12232_c0,812,59,20,43,44,19,26,13,38,16,13,23,7
comp12239_c0,532,4,4,3,10,0,2,2,6,5,5,2,5
comp1224_c0,413,4,3,5,8,5,4,3,2,10,2,8,3
comp12240_c0,379,17,31,5,18,30,37,6,17,38,21,13.97,10
comp12244_c0,485,6,0,0,0,2,1,0,1,3,2,1,1
comp12246_c0,362,6,17,19,23,14,13,23,8,10,13,22,9
comp12249_c0,334,27,1,10,13,7,12,25,10,17,0,12,16
comp12264_c0,458,27,25,15,21,16,12,8,25,9,18,15,14.9
comp12279_c0,378,12,12,0,27,0,10,0,0,0,18,9,10
comp1228_c0,329,0,2,2,3,0,1,0,4,1,3,2,2
comp12286_c0,514.04,46,25,25,19,14,7,37,31,17,15,5,7
comp1229_c0,380,1,3,2,9,0,3,1,3,0,5,3,1
comp122960_c0,677,11,10,11,16,7,13,8,13,6,15,3,25
comp123020_c0,319,9,6,9,1,10,2,3,4,3,2,2,2
comp12304_c0,694,32,22,30,26.1,14,20,14,11,18,12,17,19
comp12315_c0,321,11,9,11,23,9,0,0,19,0,3,18,21
comp123260_c0,469,20,2,0,9,0,18,0,18,8,13,0,0
comp123340_c0,1157,43,12,17,7,14,12,12,57,25,8,13,10
comp12341_c0,1885,0,29,325,2,3,0,1,0,0,1,2,1
comp123418_c0,380,2,1,1,0,0,3,1,1,1,0,0,2
comp12343_c0,538,104,3,10,1,17,0,3,5,19,4,2,0
comp12344_c0,784,24,70,25,0,0,66,18,25,7,38,13,72
comp123449_c0,4111,109,68,136.01,95,121,85.98,67,76.35,86,44,112,84
comp12348_c0,311,6,0,1,1,6,1,7,1,7,2,3,2
comp12350_c0,310,5,4,5,7,2,5,3,3,8.23,0,1.1,2
comp12352_c0,728,29,27,37,18,40,31,19,38,21,21,34,35
comp12363_c0,340,6,12,17,9,14,16,11,9,10,15,12,9
comp12370_c0,3643,194,187,157,182,146,186,136,210,130.1,168,204,189
comp12371_c0,642,14,8,8,4,5,3,3,9,8,3,5,9
comp123737_c0,469,2,1,2,4,1,1,0,3,2,0,0,6
comp1239_c0,502,12,1,2,3,5,2,6,3,1,2,7,2
comp12391_c0,639,13,52,24,9,19,16,6,117,22,104,5,57
comp12393_c0,523,69,12,9,5,11,2,12,5,16,6,2,0
comp12396_c0,435,14,10,14,9,25,13,17.16,28,13,15,21,13
comp12397_c0,403,19,4,10,8,8,3,9,10,10,5,11,3
comp123985_c0,320,6,11,5,8,3,8,5,4,4,7,16,11
comp123987_c0,1271,26,24,0,54,0,0,24,0,1,2,0,7
comp124042_c0,364,3,2,4,8,11,9,5,4,2,4,4,4
comp124090_c0,2289,52,40,51,54,67,55,35,88,46,52,95,96
comp124122_c0,925,25,12,18,22,11,44,9,19,20,41,17,35
comp124181_c0,1092,33,13,44,23.01,23.01,10,42,19,25,13,46,5
comp12421_c0,404,19,9,10,9,12,10,11,11,22,11.7,19,8
comp124262_c0,333,5,0,0,0,0,2,0,1,0,4,0,0
comp124286_c0,328,10,6,9,3,29,2,2,0,19,11,0,2
comp1243_c0,311,2,1,5.93,0,1,0,0,2,2,1,1,0
comp124301_c0,687,0,0,0,68,3,0,0,24,1,3,0,0
comp12435_c0,1272,49,42,107,48,73,32,92,24,61,23,50,54
comp12437_c0,357,1,1,2,3,1,3,4,1,3,1,7,3
comp124377_c0,392,29,1,2,0,35,4,1,5,26,3,0,1
comp12447_c0,652,20,0,0,3,2,2,0,0,0,7,1,0
comp12449_c0,547,6,4,3,3,2,8,5,2,3,3,4,7
comp124497_c0,567,0,15,0,17,0,11,0,0,4,0,5,16
comp12455_c0,485,25,23,28,8,23,16,14,14,10,5,13,19
comp12457_c0,2160,77,71,94.01,73,49,59,63,86,49,49,89,70
comp12458_c0,816,49,43,16,33,46,20,40,35,20,21,20,44
comp1246_c0,301,2,0,0,1,0,0,1,1,0,0,3,0
comp124603_c0,1673,26,23,28.43,31,27,18.98,16.04,19.67,31,59,36.94,39
comp12461_c0,414,16,3,16,8,11,13,10,6,15,8,20,20
